user_index,username,Unnamed: 0,timestamp,http_method,url,api_endpoint,header,data,request_body_size,response_body_size,originial_status,revised_status,execution_time,user_type,data_type,data_valid,seq_valid
9,admin,163,2025-03-18 09:35:03,GET,http://111.229.33.190:8081/index.php?r=user%2Faccount%2Fedit,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,54851,200,200,48.800999999999995,0,0,True,True
9,admin,164,2025-03-18 09:35:03,GET,http://111.229.33.190:8081/index.php?r=space%2Fspaces,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,84798,200,200,73.476,0,0,True,True
9,admin,165,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=user%2Fpeople,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,58651,200,200,51.81,0,0,True,True
9,admin,166,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=space%2Fspace&tour=1&cguid=21e1bb35-3277-4044-acf4-107f3c0b3b41,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,60782,200,200,49.008,0,0,True,True
9,admin,167,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=user%2Fprofile%2Fabout&cguid=b92568e9-c3d5-4d87-b045-c39b1aa18901,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,45047,200,200,37.777,0,0,True,True
9,admin,168,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=user%2Faccount%2Fedit-settings,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,70803,200,200,45.949999999999996,0,0,True,True
9,admin,169,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=user%2Faccount%2Fchange-username,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,37401,200,200,30.242,0,0,True,True
9,admin,170,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=user%2Faccount%2Fchange-email,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,37355,200,200,32.874,0,0,True,True
9,admin,171,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=admin%2Fspace,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,69064,200,200,40.821999999999996,0,0,True,True
9,admin,172,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=admin%2Fmodule%2Flist,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,36080,200,200,28.084999999999997,0,0,True,True
9,admin,173,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=admin%2Fuser-profile,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,59513,200,200,36.982,0,0,True,True
9,admin,174,2025-03-18 09:35:04,GET,http://111.229.33.190:8081/index.php?r=user%2Fprofile&cguid=9ffc5154-a1d1-4c99-af07-fb9b825e9a85,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,49102,200,200,40.742,0,0,True,True
9,admin,175,2025-03-18 09:35:05,GET,http://111.229.33.190:8081/index.php?r=space%2Fmanage&cguid=b177d8bb-b88c-40d3-967a-cdf4e3609035,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,52153,200,200,890.027,0,0,True,True
9,admin,176,2025-03-18 09:35:05,GET,http://111.229.33.190:8081/index.php?r=space%2Fmanage%2Fsecurity&cguid=b177d8bb-b88c-40d3-967a-cdf4e3609035,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,50040,200,200,38.712,0,0,True,True
9,admin,177,2025-03-18 09:35:05,GET,http://111.229.33.190:8081/index.php?r=space%2Fmanage%2Fmember&cguid=21e1bb35-3277-4044-acf4-107f3c0b3b41,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,56498,200,200,51.623000000000005,0,0,True,True
9,admin,178,2025-03-18 09:35:05,GET,http://111.229.33.190:8081/index.php?r=space%2Fmanage%2Fmodule&cguid=fc1236d5-5643-4c9b-8f63-9cc27ad56011,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,44798,200,200,37.806,0,0,True,True
9,admin,179,2025-03-18 09:35:05,GET,http://111.229.33.190:8081/index.php?r=space%2Fspace%2Fabout&cguid=b177d8bb-b88c-40d3-967a-cdf4e3609035,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,52958,200,200,45.331,0,0,True,True
9,admin,180,2025-03-18 09:35:06,GET,http://111.229.33.190:8081/index.php?r=marketplace%2Fpurchase,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,36993,200,200,1328.159,0,0,True,True
9,admin,181,2025-03-18 09:35:08,GET,http://111.229.33.190:8081/index.php?r=marketplace%2Fupdate,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,36708,200,200,1302.16,0,0,True,True
9,admin,182,2025-03-18 09:35:08,GET,http://111.229.33.190:8081/index.php?r=marketplace%2Fbrowse%2Fthirdparty-disclaimer,/index.php,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=4bicc8622flk4rnhenvsboa4k9; _csrf=c5d05e98cc690030fb1623a0f5b92dba08fb09eb44e66509fadf14d4bb257a6ca%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22ZuCp9hXYh_Jwhb6J31YX-2TgzqwtH4i8%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,2,24749,200,200,21.933,0,0,True,True
